timestamp,node_id,sequence,temperature_c,relative_humidity_pct,gas_raw,nh3_raw_ppm,nh3_reference_ppm,co2_ppm,nh3_calibrated_ppm,sensor_status,environmental_sensor_status,gas_channel_status,timestamp_status,network_status,storage_status,quality_flags,buffered,scenario,sensor_mode,simulated,quality_code,split
2026-01-01T00:00:00+00:00,virtual-barn-01,0,22.045707561963166,69.15302805458356,969.1829016534502,9.691829016534502,6.643807504662972,789.5825639451015,7.718342220374028,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:01:00+00:00,virtual-barn-01,1,22.03662929761408,69.4666278399052,855.1665780169574,8.551665780169573,6.992684533206999,806.6586664119062,6.578444550708847,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:02:00+00:00,virtual-barn-01,2,22.04481074662768,70.14001071937705,859.4668857070515,8.594668857070515,6.940672717494515,793.2015927432054,6.62143761133769,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:03:00+00:00,virtual-barn-01,3,22.184125927481467,69.50298101234489,869.7439346005918,8.697439346005918,7.052434054690398,800.0727237005841,6.724184162981741,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:04:00+00:00,virtual-barn-01,4,22.005560452424668,69.30334483901261,935.9904616845478,9.359904616845478,6.964603925980875,805.1918086677914,7.386495132480876,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:05:00+00:00,virtual-barn-01,5,22.408506680268815,69.22758647094292,863.4925730894656,8.634925730894656,6.998380733394338,811.2132668452232,6.66168510853506,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:06:00+00:00,virtual-barn-01,6,22.08761567458326,68.96201374960197,955.2730299591692,9.552730299591692,7.023080987776115,806.9629289772289,7.579275902289574,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:07:00+00:00,virtual-barn-01,7,22.02232759674599,69.44938722984979,930.2415779804663,9.302415779804663,7.047929141713488,804.8426157111797,7.32901968573387,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:08:00+00:00,virtual-barn-01,8,22.24143502127079,69.31822818338334,959.2644787347032,9.592644787347032,6.778005929057734,800.9325799393916,7.61918109316667,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:09:00+00:00,virtual-barn-01,9,22.086483364892356,68.91605023530371,1012.7526743172776,10.127526743172776,6.858511391205214,811.6722084126387,8.153938464344154,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
2026-01-01T00:10:00+00:00,virtual-barn-01,10,21.922047083718972,69.01901651761071,953.7335551440821,9.53733555144082,7.057344190740248,810.708716618133,7.563884739881804,OK,OK,OK,SIMULATED_UTC,ONLINE,OK,VALID,False,NORMAL,NORMAL,True,0,Training
